3001|3.3|Stob Ghabhar - Meall Odhar|03C|Glen Etive to Glen Lochy||890|2920|50|377E 384|NN195463|NN202463|839|51||||||CTM||15-Jan-03||219500|746300|56.57381|-4.939808|http://www.streetmap.co.uk/newmap.srf?x=219500&y=746300&z=3&sv=219500,746300&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN195463|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3001|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3002|3.3|Beinn Eunaich East Top|03C|Glen Etive to Glen Lochy||880|2887|50|377W|NN145334|NN140332|807|73||||||CTM||15-Jan-03||214500|733400|56.45613|-5.011868|http://www.streetmap.co.uk/newmap.srf?x=214500&y=733400&z=3&sv=214500,733400&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN145334|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3002|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3003|3.3|Meall nan Eun - Meall Tarsuinn|03C|Glen Etive to Glen Lochy||877|2877|50|377W|NN179449|NN183450|785|92|NN 17925 44899|||||CTM||15-Jan-03||217921|744908|56.560711|-4.964494|http://www.streetmap.co.uk/newmap.srf?x=217921&y=744908&z=3&sv=217921,744908&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN179449|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3003|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3004|3.3|Stob Ghabhar - Aonach Mor|03C|Glen Etive to Glen Lochy||867|2844|50|377E 384|NN219479|NN224473|829|38||||||CTM||15-Jan-03|Twin top at NN221477|221900|747900|56.589082|-4.901899|http://www.streetmap.co.uk/newmap.srf?x=221900&y=747900&z=3&sv=221900,747900&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN219479|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3004|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3005|3.3|Stob Dubh - Beinn Ceitlein|03C|Glen Etive to Glen Lochy||845|2772|50|384|NN174488|NN169486|766|79||||||CTC||15-Jan-03||217400|748800|56.595426|-4.975704|http://www.streetmap.co.uk/newmap.srf?x=217400&y=748800&z=3&sv=217400,748800&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN174488|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3005|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3006|3.3|Stob a''Choire Odhair - Beinn Toaig|03C|Glen Etive to Glen Lochy||834|2736|50|377E 384|NN262455|NN260456|802|32||||||CTM||15-Jan-03||226200|745500|56.569161|-4.830362|http://www.streetmap.co.uk/newmap.srf?x=226200&y=745500&z=3&sv=226200,745500&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN262455|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3006|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3007|3.3|Beinn Eunaich - Meall Copagach|03C|Glen Etive to Glen Lochy||810|2657|50|377W|NN153341|NN149339|748|62||||||CTM||15-Jan-03||215300|734100|56.462724|-4.999402|http://www.streetmap.co.uk/newmap.srf?x=215300&y=734100&z=3&sv=215300,734100&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN153341|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3007|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3008|3.3|Stob Ghabhar - Creag a''Bhealaich|03C|Glen Etive to Glen Lochy||774|2539|50|377E 384|NN227479|NN226478|739|35||||||CTM||15-Jan-03||222700|747900|56.589385|-4.88889|http://www.streetmap.co.uk/newmap.srf?x=222700&y=747900&z=3&sv=222700,747900&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN227479|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3008|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3009|4.1|Leum Uilleim - Beinn a''Bhric|04A|Fort William to Loch Treig and Loch Leven||876|2874|41|385W|NN318642|NN323642|799|77|NN 31802 64224|cairn|checked with Abney but summit fairly obvious|Abney level||CTC||15-Jan-03||231799|764233|56.739298|-4.751584|http://www.streetmap.co.uk/newmap.srf?x=231799&y=764233&z=3&sv=231799,764233&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN318642|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3009|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3010|4.1|Leum Uilleim South Top|04A|Fort William to Loch Treig and Loch Leven||849|2785|41|385W|NN332632|NN332634|817|32|NN 33225 63242|cairn on rib of rock||Abney level||CTC||15-Jan-03||233222|763251|56.730997|-4.72771|http://www.streetmap.co.uk/newmap.srf?x=233222&y=763251&z=3&sv=233222,763251&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN332632|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=3010|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
