1501|21.1|Tap o''Noth|21A|Tomintoul to Banff||563|1847|37|420E|NJ484293|NJ469295|316|247|NJ 48407 29322|fused wall ramparts by concrete plinth|summit is 25m N of trig|Abney level||Ma||28-Oct-01||348407|829332|57.351532|-2.859033|http://www.streetmap.co.uk/newmap.srf?x=348407&y=829332&z=3&sv=348407,829332&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ484293|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1501|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1502|21.1|Little Conval|21A|Tomintoul to Banff||552|1811|28|424S|NJ294392|NJ293384|385|167|NJ 29417 39243|cairn||||Ma||15-Jan-03||329417|839253|57.438081|-3.177401|http://www.streetmap.co.uk/newmap.srf?x=329417&y=839253&z=3&sv=329417,839253&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ294392|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1502|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1503|21.1|The Bochel|21A|Tomintoul to Banff||491|1611|36|420W|NJ232232|NJ244221|337|154|NJ 23250 23247|cairn||||Ma||28-Oct-01||323250|823257|57.293429|-3.275108|http://www.streetmap.co.uk/newmap.srf?x=323250&y=823257&z=3&sv=323250,823257&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ232232|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1503|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1504|21.1|Ben Aigan|21A|Tomintoul to Banff||471|1545|28|424S|NJ309481|NJ345422|182|289|NJ 30994 48182|trig point||||Ma||10-Mar-07||330994|848192|57.518602|-3.153666|http://www.streetmap.co.uk/newmap.srf?x=330994&y=848192&z=3&sv=330994,848192&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ309481|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1504|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1505|21.1|Cnoc Lochy|21A|Tomintoul to Banff||466|1529|36|404N 419S|NJ163210|NJ164194|322|144|NJ 16341 20988|no feature|ground 60m NNE of mast|||sMa,Hu||10-Nov-08|OS maps show mast incorrectly: it should be SW of the fence junction|316341|820998|57.271928|-3.388943|http://www.streetmap.co.uk/newmap.srf?x=316341&y=820998&z=3&sv=316341,820998&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ163210|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1505|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1506|21.1|Knock Hill|21A|Tomintoul to Banff||430|1411|29|425N|NJ537551|NJ370500|127|303|NJ 53710 55145|large cairn|cairn is higher than trig point 20m NE at NJ 53725 55160|obvious summit||Ma||15-Jan-03||353710|855155|57.584037|-2.775817|http://www.streetmap.co.uk/newmap.srf?x=353710&y=855155&z=3&sv=353710,855155&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ537551|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1506|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1507|21.1|Tom an Uird|21A|Tomintoul to Banff||419|1375|36|419S|NJ094297|NJ106287|276|143||||||sMa,Hu||28-Oct-01||309400|829700|57.348745|-3.507194|http://www.streetmap.co.uk/newmap.srf?x=309400&y=829700&z=3&sv=309400,829700&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ094297|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1507|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1508|21.1|Craigendarroch|21A|Tomintoul to Banff||402|1319|37 44|388N 405W|NO365965|NO358968|245|157|NO 36556 96525|landmark indicator|large cairn 30m S at NO 36560 96495 is lower|obvious summit||Ma||28-Oct-01||336556|796534|57.055463|-3.047564|http://www.streetmap.co.uk/newmap.srf?x=336556&y=796534&z=3&sv=336556,796534&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NO365965|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1508|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1509|21.1|Knockan|21A|Tomintoul to Banff||372|1220|28|424S|NJ351464|NJ335475|193|179|NJ 35101 46471|no feature: 30m N of cairn||Abney level||Ma||28-Oct-01||335101|846481|57.503843|-3.084661|http://www.streetmap.co.uk/newmap.srf?x=335101&y=846481&z=3&sv=335101,846481&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ351464|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1509|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1510|21.1|Meikle Balloch Hill|21A|Tomintoul to Banff||366|1201|28 29|425S|NJ470494|NJ420453|173|193|NJ 47066 49481|small cairn|near spot height|||Ma||15-Jan-03||347066|849491|57.532435|-2.885681|http://www.streetmap.co.uk/newmap.srf?x=347066&y=849491&z=3&sv=347066,849491&st=4&tl=~&bi=~&lu=N&ar=y|http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NJ470494|http://www.hill-bagging.co.uk/Scotland/mountaindetails.php?qu=S&rf=1510|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
